month,agemths,outcometype,agemths,sex,speutered,breed,black,unpopular
10,12,0,12,1,1.0,German Shepherd Mix,0,1
12,5,0,5,1,1.0,Domestic Shorthair Mix,0,0
3,108,1,108,1,0.0,Cocker Spaniel,0,0
3,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
1,6,2,6,2,Unknown,Domestic Medium Hair Mix,0,0
4,0,2,0,0,0.0,Domestic Shorthair Mix,1,0
7,3,2,3,1,1.0,Domestic Shorthair Mix,1,0
1,72,0,72,0,1.0,Jack Russell Terrier Mix,0,0
2,36,1,36,1,1.0,Pit Bull Mix,0,1
11,36,4,36,1,1.0,Domestic Shorthair Mix,0,0
6,7,0,7,0,1.0,Anatol Shepherd Mix,0,0
5,1,2,1,1,0.0,Pit Bull Mix,0,1
7,48,0,48,0,1.0,Norwich Terrier/Cairn Terrier,0,0
5,24,2,24,1,0.0,Pit Bull Mix,0,1
12,5,0,5,1,1.0,Pit Bull Mix,0,1
1,4,0,4,1,1.0,Domestic Shorthair Mix,0,0
1,24,0,24,1,1.0,Domestic Shorthair Mix,0,0
7,2,2,2,0,1.0,Domestic Shorthair Mix,0,0
9,12,0,12,0,1.0,Chihuahua Shorthair Mix,0,1
9,168,1,168,0,0.0,German Shepherd/Collie Rough,0,0
7,36,1,36,0,1.0,Dachshund Wirehair Mix,0,0
11,2,0,2,1,1.0,Domestic Longhair Mix,0,0
12,6,0,6,1,1.0,Dachshund Mix,0,0
8,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
4,7,2,7,1,0.0,Cardigan Welsh Corgi/German Shepherd,0,0
10,24,2,24,0,1.0,Boxer,0,0
2,84,1,84,1,1.0,Labrador Retriever,0,0
3,24,0,24,1,1.0,Lhasa Apso/Miniature Schnauzer,0,0
7,60,2,60,1,1.0,Shih Tzu Mix,0,0
3,5,1,5,0,1.0,German Shorthair Pointer Mix,0,0
11,132,2,132,1,0.0,Soft Coated Wheaten Terrier Mix,0,0
6,0,2,0,0,0.0,Domestic Shorthair Mix,1,0
7,36,0,36,1,1.0,Domestic Longhair Mix,0,0
7,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
12,6,0,6,0,1.0,Parson Russell Terrier Mix,0,0
8,24,0,24,1,1.0,Labrador Retriever Mix,0,0
8,96,0,96,1,1.0,Australian Shepherd Mix,0,0
9,10,2,10,1,1.0,Yorkshire Terrier/Dachshund Wirehair,0,0
8,2,0,2,1,1.0,Catahoula/Cardigan Welsh Corgi,0,0
8,24,0,24,1,1.0,Dachshund Mix,0,0
3,36,2,36,0,1.0,Cairn Terrier/Shih Tzu,0,0
9,1,2,1,1,0.0,Domestic Shorthair Mix,0,0
4,12,1,12,0,0.0,Pit Bull Mix,0,1
8,24,0,24,0,1.0,Great Pyrenees Mix,0,0
9,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
11,2,0,2,1,0.0,Siamese Mix,0,0
2,8,0,8,1,1.0,Pharaoh Hound Mix,0,0
8,72,2,72,1,0.0,Labrador Retriever/Border Collie,1,0
11,10,1,10,0,1.0,Golden Retriever Mix,0,0
7,12,2,12,0,0.0,Domestic Shorthair Mix,0,0
12,60,1,60,1,1.0,Beagle Mix,0,0
10,24,2,24,0,0.0,Domestic Shorthair Mix,1,0
2,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
11,48,0,48,1,1.0,Dalmatian/Labrador Retriever,0,0
9,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
12,96,1,96,1,1.0,Rat Terrier Mix,0,0
10,8,1,8,0,1.0,Beagle/Dachshund,0,0
7,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
5,84,4,84,1,1.0,Domestic Shorthair Mix,0,0
11,12,1,12,0,1.0,Yorkshire Terrier Mix,0,0
9,4,2,4,0,0.0,Chihuahua Shorthair Mix,0,1
5,12,0,12,1,1.0,Pit Bull Mix,0,1
12,4,2,4,0,1.0,Domestic Shorthair Mix,0,0
11,36,1,36,0,1.0,Greyhound/Labrador Retriever,0,0
10,72,1,72,0,1.0,Silky Terrier Mix,0,0
1,24,3,24,1,1.0,Domestic Shorthair Mix,1,0
6,3,2,3,0,0.0,Chihuahua Shorthair Mix,0,1
8,36,0,36,0,1.0,Australian Shepherd Mix,0,0
1,72,1,72,1,1.0,Beagle/Jack Russell Terrier,0,0
6,2,0,2,0,1.0,Australian Shepherd/Border Collie,0,0
7,48,2,48,1,1.0,Cocker Spaniel Mix,0,0
5,120,3,120,0,1.0,Australian Cattle Dog Mix,0,0
7,48,2,48,0,1.0,Domestic Shorthair Mix,0,0
2,1,0,1,1,1.0,Border Collie Mix,0,0
8,12,4,12,0,0.0,Domestic Shorthair Mix,0,0
11,4,0,4,1,1.0,Domestic Shorthair Mix,0,0
5,36,1,36,0,1.0,Chihuahua Shorthair Mix,0,1
4,24,0,24,0,1.0,Miniature Poodle Mix,0,0
9,12,0,12,0,1.0,Pit Bull Mix,0,1
8,12,1,12,0,1.0,Blue Lacy,0,0
11,24,1,24,0,1.0,Chihuahua Shorthair Mix,0,1
7,12,1,12,1,1.0,Pit Bull Mix,0,1
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
8,24,2,24,0,1.0,Domestic Shorthair Mix,0,0
3,12,0,12,0,1.0,Miniature Poodle Mix,0,0
3,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
1,4,0,4,0,1.0,Domestic Shorthair Mix,0,0
12,12,0,12,0,1.0,German Shepherd Mix,0,1
7,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
1,5,2,5,0,0.0,Domestic Shorthair Mix,0,0
6,3,2,3,0,0.0,Domestic Shorthair Mix,0,0
6,1,2,1,2,Unknown,Boxer Mix,1,0
11,3,0,3,1,1.0,Pointer/Pit Bull,0,0
3,4,0,4,1,1.0,Domestic Medium Hair Mix,0,0
7,60,1,60,0,1.0,Shih Tzu/Cardigan Welsh Corgi,0,0
6,60,1,60,0,0.0,Labrador Retriever Mix,0,0
2,12,2,12,0,0.0,Lhasa Apso/Shih Tzu,0,0
1,120,2,120,0,0.0,Pit Bull Mix,0,1
2,2,0,2,1,0.0,Domestic Longhair Mix,0,0
4,4,1,4,1,1.0,Miniature Poodle Mix,0,0
6,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
11,8,0,8,0,1.0,Boxer Mix,0,0
8,156,1,156,1,1.0,Himalayan Mix,0,0
1,120,2,120,0,1.0,Rat Terrier Mix,0,0
3,72,2,72,0,1.0,Maltese/Yorkshire Terrier,0,0
11,2,1,2,0,1.0,Domestic Shorthair Mix,0,0
10,3,2,3,1,1.0,Domestic Shorthair Mix,0,0
12,10,0,10,1,1.0,Siamese/Domestic Shorthair,1,0
9,36,4,36,1,0.0,Pit Bull Mix,0,1
1,12,2,12,1,1.0,Boxer/Boston Terrier,0,0
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
10,10,2,10,0,0.0,Domestic Shorthair Mix,0,0
9,120,1,120,0,1.0,Labrador Retriever Mix,0,0
12,24,4,24,0,1.0,Pit Bull Mix,0,1
1,2,2,2,1,0.0,Labrador Retriever Mix,1,0
4,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
2,12,2,12,1,0.0,Domestic Longhair Mix,0,0
12,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
6,12,0,12,1,1.0,Saluki Mix,0,0
11,24,1,24,0,1.0,Cairn Terrier Mix,0,0
9,1,0,1,0,1.0,Domestic Shorthair Mix,0,0
1,12,2,12,0,1.0,Domestic Medium Hair Mix,0,0
6,36,0,36,0,1.0,Chihuahua Longhair Mix,0,0
5,12,2,12,0,0.0,Domestic Shorthair Mix,0,0
5,24,0,24,1,1.0,Cairn Terrier Mix,0,0
8,2,0,2,1,1.0,Border Collie Mix,0,0
11,7,2,7,1,1.0,Domestic Shorthair Mix,0,0
11,36,0,36,0,1.0,American Bulldog Mix,0,0
2,36,4,36,1,1.0,Boxer/Labrador Retriever,0,0
12,12,1,12,1,0.0,Pit Bull Mix,0,1
3,96,4,96,0,0.0,Pit Bull,0,1
8,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
11,60,2,60,0,1.0,Domestic Shorthair Mix,0,0
10,12,1,12,0,0.0,German Shepherd Mix,1,1
2,8,2,8,2,Unknown,Domestic Shorthair Mix,0,0
6,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
9,36,0,36,1,1.0,Siamese Mix,0,0
1,12,2,12,1,1.0,Domestic Shorthair Mix,0,0
4,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
8,4,0,4,0,1.0,Domestic Shorthair Mix,0,0
5,72,0,72,1,1.0,Labrador Retriever Mix,0,0
11,120,2,120,0,1.0,Miniature Schnauzer Mix,0,0
1,4,0,4,0,1.0,Siamese Mix,0,0
3,156,2,156,0,1.0,Pekingese Mix,0,0
8,4,2,4,1,0.0,Domestic Shorthair Mix,0,0
1,36,0,36,0,1.0,Catahoula Mix,0,0
6,2,0,2,0,1.0,Yorkshire Terrier/Rat Terrier,0,0
1,8,0,8,1,1.0,Domestic Shorthair Mix,0,0
7,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
11,96,2,96,1,0.0,Pit Bull Mix,0,1
12,36,0,36,0,1.0,Domestic Shorthair Mix,0,0
8,12,0,12,0,1.0,Black/Tan Hound Mix,0,0
7,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
6,48,1,48,0,1.0,Great Dane/Labrador Retriever,0,0
10,36,0,36,0,1.0,Domestic Shorthair Mix,1,0
10,48,0,48,0,1.0,Chihuahua Shorthair Mix,1,1
7,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
1,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
2,24,2,24,0,1.0,Boston Terrier/Pit Bull,0,0
7,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
10,0,4,0,1,0.0,Domestic Medium Hair Mix,0,0
8,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
12,72,4,72,0,0.0,Domestic Shorthair,0,0
9,2,0,2,0,1.0,Manx Mix,1,0
2,60,1,60,0,1.0,German Shepherd Mix,0,1
1,5,2,5,0,1.0,Domestic Shorthair Mix,0,0
8,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
7,12,2,12,1,0.0,Domestic Medium Hair Mix,0,0
12,8,2,8,0,1.0,Chihuahua Longhair Mix,0,0
1,4,0,4,0,1.0,Domestic Shorthair Mix,0,0
5,12,0,12,1,1.0,Pit Bull Mix,0,1
12,1,4,1,2,Unknown,Domestic Shorthair Mix,0,0
3,12,2,12,1,0.0,Shih Tzu,0,0
10,1,2,1,0,0.0,Domestic Shorthair Mix,0,0
12,8,0,8,1,1.0,Domestic Shorthair Mix,0,0
5,12,2,12,2,Unknown,Siamese Mix,0,0
7,24,0,24,1,1.0,Domestic Medium Hair Mix,0,0
8,1,4,1,0,0.0,Chihuahua Shorthair Mix,0,1
9,60,0,60,0,1.0,Domestic Medium Hair Mix,0,0
11,1,2,1,1,0.0,Domestic Shorthair Mix,1,0
6,12,2,12,1,1.0,Chihuahua Shorthair/Dachshund,0,0
4,72,0,72,1,1.0,Boxer Mix,0,0
6,1,2,1,0,0.0,Domestic Shorthair Mix,0,0
7,1,0,1,1,0.0,Domestic Shorthair Mix,0,0
8,84,0,84,1,1.0,Blue Lacy Mix,0,0
1,24,2,24,1,1.0,Catahoula Mix,0,0
12,24,2,24,0,1.0,Beauceron Mix,0,0
2,24,2,24,0,1.0,Dachshund/Chihuahua Shorthair,0,0
8,12,2,12,1,0.0,Domestic Shorthair Mix,1,0
7,2,0,2,0,1.0,Domestic Medium Hair Mix,0,0
4,48,1,48,1,1.0,Maltese Mix,0,0
8,1,2,1,1,0.0,Domestic Shorthair Mix,1,0
2,108,0,108,1,1.0,Bluetick Hound Mix,0,0
9,24,0,24,1,1.0,Miniature Pinscher,0,0
9,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
10,6,2,6,1,0.0,Labrador Retriever/Black/Tan Hound,0,0
12,2,0,2,1,1.0,Australian Cattle Dog Mix,0,0
2,36,0,36,1,1.0,Labrador Retriever Mix,1,0
2,84,2,84,1,1.0,Pit Bull Mix,0,1
2,84,0,84,1,1.0,Labrador Retriever Mix,1,0
9,5,0,5,1,1.0,Domestic Shorthair Mix,0,0
8,24,2,24,1,1.0,American Pit Bull Terrier Mix,0,0
7,12,0,12,0,1.0,Staffordshire Mix,0,0
4,3,1,3,1,0.0,Pit Bull/Pit Bull,0,0
12,36,2,36,1,1.0,Chihuahua Shorthair Mix,0,1
6,48,0,48,0,1.0,Golden Retriever/Labrador Retriever,0,0
7,36,4,36,0,1.0,Collie Smooth Mix,0,0
5,0,3,0,2,Unknown,Domestic Shorthair Mix,0,0
6,2,0,2,1,1.0,Domestic Longhair Mix,0,0
5,96,1,96,0,0.0,Old English Bulldog Mix,0,0
8,1,0,1,0,1.0,Chihuahua Shorthair/Pug,0,0
7,72,1,72,0,0.0,Rhod Ridgeback Mix,0,0
8,5,1,5,0,1.0,Domestic Shorthair Mix,0,0
8,120,1,120,1,1.0,Domestic Longhair Mix,0,0
12,5,1,5,1,1.0,Labrador Retriever Mix,0,0
11,48,0,48,1,1.0,American Staffordshire Terrier Mix,0,0
7,12,0,12,0,1.0,German Shepherd,0,0
11,24,2,24,1,1.0,Domestic Shorthair Mix,0,0
5,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
6,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
10,60,0,60,1,1.0,Miniature Poodle Mix,0,0
8,10,2,10,0,0.0,Border Collie/Catahoula,0,0
11,4,2,4,0,1.0,Domestic Shorthair Mix,0,0
5,2,2,2,0,1.0,Labrador Retriever Mix,1,0
9,24,2,24,0,0.0,Domestic Shorthair Mix,0,0
12,2,2,2,0,0.0,Domestic Shorthair Mix,0,0
8,1,3,1,1,0.0,Domestic Shorthair Mix,0,0
11,11,0,11,1,1.0,Domestic Medium Hair Mix,0,0
5,24,2,24,1,1.0,Pit Bull Mix,0,1
8,5,2,5,1,0.0,Domestic Medium Hair Mix,0,0
12,96,0,96,1,1.0,Chihuahua Shorthair Mix,0,1
9,1,2,1,1,0.0,Domestic Shorthair Mix,1,0
5,1,0,1,0,1.0,Domestic Shorthair Mix,0,0
10,3,0,3,0,1.0,Domestic Shorthair Mix,0,0
5,24,2,24,1,1.0,Domestic Shorthair Mix,0,0
7,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
1,24,0,24,1,1.0,German Shepherd Mix,0,1
4,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
8,120,0,120,1,1.0,Domestic Shorthair Mix,0,0
3,2,0,2,1,1.0,Carolina Dog Mix,0,0
10,10,0,10,0,1.0,Chihuahua Shorthair Mix,0,1
6,12,0,12,1,1.0,Domestic Shorthair Mix,0,0
6,48,2,48,0,1.0,Miniature Pinscher Mix,0,0
11,24,2,24,0,1.0,Blue Lacy Mix,0,0
3,3,0,3,1,1.0,Domestic Shorthair Mix,0,0
12,24,1,24,0,1.0,Doberman Pinsch,0,0
7,3,0,3,1,1.0,Golden Retriever Mix,0,0
9,8,1,8,1,1.0,Beagle Mix,0,0
1,12,0,12,0,1.0,Pug/Chihuahua Shorthair,0,0
4,24,4,24,1,1.0,Pit Bull Mix,0,1
5,1,0,1,1,1.0,Domestic Medium Hair Mix,0,0
12,48,0,48,0,1.0,Labrador Retriever Mix,0,0
6,2,0,2,1,0.0,Domestic Shorthair Mix,0,0
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
5,72,0,72,1,1.0,Domestic Shorthair Mix,0,0
8,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
7,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
8,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
4,3,2,3,1,0.0,Anatol Shepherd Mix,0,0
10,24,0,24,1,1.0,Australian Cattle Dog Mix,0,0
10,3,1,3,0,1.0,Shih Tzu,0,0
5,36,2,36,0,0.0,Pit Bull Mix,0,1
11,60,1,60,1,1.0,Beagle,0,0
7,11,0,11,1,1.0,Miniature Schnauzer Mix,0,0
8,2,0,2,0,1.0,Labrador Retriever/Great Pyrenees,0,0
12,72,1,72,0,1.0,Miniature Poodle Mix,0,0
9,192,1,192,1,1.0,Border Collie Mix,0,0
6,120,4,120,1,1.0,Domestic Shorthair Mix,0,0
7,24,0,24,1,1.0,Labrador Retriever Mix,0,0
4,36,0,36,1,1.0,Australian Cattle Dog Mix,0,0
11,84,0,84,0,1.0,Chihuahua Shorthair Mix,0,1
12,144,0,144,1,0.0,Chihuahua Shorthair Mix,0,1
11,12,0,12,0,1.0,Labrador Retriever/German Shepherd,0,0
3,60,2,60,0,0.0,Lhasa Apso/Miniature Poodle,0,0
12,24,0,24,1,1.0,Domestic Shorthair Mix,0,0
1,8,1,8,1,1.0,Domestic Shorthair Mix,0,0
7,2,0,2,1,1.0,Domestic Longhair Mix,1,0
8,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
5,2,0,2,0,0.0,Domestic Shorthair Mix,0,0
10,72,4,72,0,0.0,Carolina Dog Mix,0,0
7,2,0,2,0,1.0,Domestic Shorthair Mix,1,0
10,96,2,96,0,1.0,Domestic Shorthair Mix,1,0
4,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
7,24,0,24,1,1.0,Pit Bull Mix,0,1
10,72,0,72,1,1.0,Australian Cattle Dog Mix,0,0
1,24,2,24,1,0.0,Chihuahua Shorthair,0,0
6,24,0,24,0,1.0,Australian Shepherd Mix,0,0
1,12,1,12,1,1.0,Chihuahua Shorthair Mix,0,1
12,8,0,8,0,1.0,Pug/Chihuahua Shorthair,0,0
2,12,0,12,1,1.0,Anatol Shepherd Mix,0,0
7,60,2,60,1,1.0,Domestic Shorthair Mix,0,0
11,8,0,8,0,1.0,Domestic Shorthair Mix,0,0
4,36,1,36,1,1.0,Boxer/Staffordshire,0,0
9,12,1,12,1,1.0,Cocker Spaniel Mix,0,0
1,6,0,6,1,1.0,Domestic Shorthair Mix,0,0
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
3,0,1,0,1,0.0,Pit Bull Mix,0,1
4,60,1,60,1,1.0,Boxer,0,0
3,8,1,8,0,0.0,Pit Bull Mix,0,1
1,12,0,12,0,1.0,Chihuahua Shorthair Mix,0,1
10,24,2,24,0,1.0,Dachshund Mix,0,0
10,84,2,84,0,1.0,Pembroke Welsh Corgi Mix,0,0
2,72,1,72,1,1.0,Queensland Heeler Mix,0,0
11,60,1,60,1,1.0,Domestic Shorthair Mix,0,0
9,2,0,2,0,1.0,Border Collie Mix,0,0
1,48,0,48,0,1.0,Toy Poodle Mix,0,0
9,6,2,6,0,1.0,Domestic Shorthair Mix,0,0
2,4,0,4,0,1.0,Domestic Shorthair Mix,0,0
7,72,4,72,1,0.0,Chihuahua Shorthair Mix,0,1
2,36,2,36,2,Unknown,Domestic Longhair Mix,0,0
12,36,4,36,0,0.0,Standard Poodle Mix,1,0
2,12,2,12,1,1.0,Pit Bull Mix,0,1
5,2,0,2,0,0.0,Domestic Shorthair Mix,1,0
4,24,1,24,0,1.0,Labrador Retriever Mix,0,0
8,1,2,1,1,0.0,Domestic Shorthair Mix,0,0
7,24,2,24,1,0.0,Bull Terrier Mix,0,0
8,24,1,24,0,1.0,Labrador Retriever Mix,0,0
5,24,0,24,1,1.0,Chihuahua Longhair Mix,0,0
10,3,2,3,1,1.0,Domestic Shorthair Mix,0,0
9,3,0,3,1,1.0,Dachshund Wirehair/Miniature Poodle,0,0
11,12,1,12,0,1.0,Pit Bull/Plott Hound,0,0
12,6,0,6,1,1.0,German Shepherd Mix,0,1
4,60,1,60,0,1.0,Chihuahua Shorthair Mix,0,1
3,24,2,24,2,Unknown,Domestic Shorthair Mix,0,0
11,24,2,24,0,0.0,Domestic Shorthair Mix,0,0
1,12,0,12,1,1.0,German Shorthair Pointer Mix,0,0
7,12,0,12,0,1.0,Domestic Medium Hair Mix,0,0
1,84,0,84,0,1.0,Labrador Retriever Mix,0,0
5,24,0,24,1,1.0,Pit Bull Mix,0,1
11,3,2,3,1,0.0,Basenji Mix,0,0
8,12,0,12,0,1.0,Chihuahua Shorthair Mix,0,1
6,12,1,12,0,1.0,Black Mouth Cur Mix,0,0
5,72,0,72,1,1.0,Parson Russell Terrier Mix,0,0
7,2,0,2,1,1.0,Chihuahua Shorthair Mix,0,1
7,1,4,1,0,0.0,Domestic Longhair Mix,1,0
11,96,4,96,1,1.0,Labrador Retriever Mix,1,0
9,2,0,2,0,1.0,Domestic Shorthair Mix,0,0
5,12,0,12,0,1.0,Chihuahua Shorthair/Pug,0,0
11,12,0,12,0,1.0,American Pit Bull Terrier Mix,0,0
2,24,1,24,1,1.0,French Bulldog Mix,0,0
4,24,2,24,1,0.0,Domestic Shorthair Mix,0,0
2,12,0,12,1,1.0,Beagle/Chinese Sharpei,0,0
2,60,0,60,0,1.0,Domestic Shorthair Mix,0,0
9,2,1,2,0,0.0,Chihuahua Shorthair Mix,0,1
1,24,2,24,0,1.0,Domestic Shorthair Mix,1,0
12,7,0,7,1,1.0,Cairn Terrier,0,0
1,84,0,84,0,1.0,Domestic Shorthair Mix,0,0
12,4,0,4,0,1.0,Domestic Shorthair Mix,0,0
7,132,1,132,0,1.0,Labrador Retriever Mix,0,0
10,1,4,1,2,Unknown,Domestic Shorthair Mix,1,0
9,24,1,24,0,1.0,Pit Bull Mix,0,1
6,24,2,24,0,0.0,Shih Tzu,0,0
10,1,2,1,0,0.0,Domestic Medium Hair Mix,0,0
6,48,2,48,0,1.0,Domestic Shorthair Mix,0,0
10,48,2,48,1,0.0,Mastiff/Rottweiler,0,0
5,24,0,24,1,1.0,Pit Bull Mix,0,1
10,4,2,4,1,0.0,Pit Bull Mix,0,1
10,2,0,2,1,1.0,Domestic Shorthair Mix,0,0
3,12,4,12,0,1.0,Catahoula Mix,0,0
10,84,1,84,1,1.0,Staffordshire Mix,0,0
4,96,2,96,0,1.0,Labrador Retriever Mix,0,0
12,156,4,156,0,1.0,Chihuahua Shorthair/Yorkshire Terrier,0,0
10,2,2,2,0,0.0,Domestic Shorthair,0,0
7,60,2,60,1,1.0,Chihuahua Shorthair Mix,0,1
11,2,0,2,1,1.0,Australian Shepherd Mix,0,0
10,12,0,12,0,1.0,Finnish Spitz Mix,0,0
7,0,1,0,1,0.0,Pit Bull Mix,0,1
7,2,0,2,0,1.0,Black Mouth Cur Mix,0,0
9,24,2,24,0,1.0,Chihuahua Shorthair Mix,0,1
10,12,0,12,1,1.0,Labrador Retriever Mix,0,0
6,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
12,48,1,48,0,1.0,Labrador Retriever Mix,0,0
5,4,2,4,0,0.0,Pit Bull Mix,0,1
7,0,3,0,2,Unknown,Domestic Shorthair Mix,0,0
3,48,0,48,1,1.0,German Shepherd Mix,0,1
12,10,0,10,0,1.0,Catahoula Mix,0,0
6,24,2,24,1,0.0,Domestic Shorthair Mix,0,0
9,5,2,5,1,0.0,Domestic Shorthair Mix,0,0
12,24,0,24,0,1.0,Pointer/Boxer,0,0
5,12,0,12,1,1.0,Australian Cattle Dog Mix,0,0
5,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
1,10,4,10,0,0.0,Queensland Heeler/Pit Bull,0,0
5,6,2,6,0,0.0,Pit Bull Mix,0,1
1,11,2,11,1,1.0,Siberian Husky,0,0
11,24,2,24,1,1.0,Domestic Medium Hair Mix,0,0
11,2,0,2,0,1.0,Leonberger Mix,0,0
11,84,2,84,0,1.0,Chihuahua Shorthair Mix,0,1
3,12,2,12,0,0.0,Domestic Shorthair Mix,0,0
4,24,1,24,0,1.0,Chihuahua Longhair Mix,0,0
11,24,2,24,0,1.0,German Shepherd Mix,0,1
2,1,0,1,1,1.0,Labrador Retriever Mix,0,0
5,0,2,0,1,0.0,Siamese Mix,0,0
11,24,2,24,1,0.0,Domestic Shorthair Mix,0,0
6,1,2,1,1,1.0,Yorkshire Terrier Mix,0,0
10,8,0,8,0,1.0,Australian Cattle Dog Mix,0,0
7,0,2,0,1,0.0,Domestic Shorthair Mix,0,0
5,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
10,24,0,24,0,1.0,Domestic Shorthair Mix,1,0
11,12,1,12,1,1.0,Miniature Poodle Mix,0,0
3,2,0,2,1,1.0,German Shepherd/Labrador Retriever,0,0
6,12,0,12,0,1.0,American Bulldog Mix,0,0
3,2,2,2,0,1.0,Miniature Poodle/Miniature Schnauzer,0,0
5,12,1,12,0,1.0,Catahoula Mix,0,0
12,12,1,12,1,0.0,Pit Bull Mix,0,1
6,0,2,0,2,Unknown,Domestic Shorthair Mix,0,0
4,12,0,12,0,1.0,Chihuahua Shorthair Mix,0,1
9,60,0,60,0,1.0,Dachshund Mix,0,0
4,180,1,180,1,1.0,Chihuahua Shorthair Mix,0,1
6,132,4,132,0,1.0,Australian Shepherd,0,0
8,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
10,24,2,24,0,1.0,Chihuahua Shorthair Mix,0,1
11,12,1,12,0,1.0,Pit Bull Mix,0,1
8,6,2,6,0,0.0,Catahoula Mix,0,0
3,12,0,12,1,1.0,Rat Terrier/Chihuahua Shorthair,0,0
1,1,0,1,0,1.0,Beagle/German Shepherd,0,0
2,24,4,24,1,0.0,Domestic Shorthair Mix,0,0
9,60,1,60,0,1.0,Chihuahua Longhair Mix,0,0
7,96,1,96,0,1.0,Dachshund Mix,0,0
9,0,2,0,0,0.0,Domestic Shorthair Mix,0,0
8,36,4,36,0,1.0,Norfolk Terrier/Yorkshire Terrier,0,0
1,24,2,24,1,1.0,Border Collie Mix,0,0
5,12,2,12,1,0.0,Domestic Shorthair Mix,0,0
7,180,1,180,1,1.0,Labrador Retriever Mix,0,0
9,60,1,60,0,1.0,Ragdoll Mix,0,0
5,4,2,4,1,1.0,Labrador Retriever Mix,0,0
6,48,0,48,0,1.0,Dachshund/Yorkshire Terrier,0,0
9,3,0,3,1,1.0,Pit Bull Mix,0,1
11,24,1,24,0,0.0,Dachshund Longhair/Chihuahua Longhair,0,0
11,2,0,2,0,1.0,Labrador Retriever Mix,0,0
10,1,0,1,1,1.0,Flat Coat Retriever/Papillon,0,0
10,12,0,12,1,1.0,Chihuahua Shorthair/Border Terrier,0,0
6,8,0,8,1,1.0,Chihuahua Shorthair Mix,0,1
9,24,2,24,1,0.0,Domestic Longhair Mix,0,0
1,5,0,5,0,1.0,Labrador Retriever/Rhod Ridgeback,0,0
1,12,2,12,2,Unknown,Domestic Longhair Mix,0,0
1,12,1,12,0,1.0,American Bulldog Mix,0,0
11,48,2,48,1,1.0,Beagle Mix,0,0
5,48,2,48,1,0.0,Greyhound,0,0
7,1,2,1,0,0.0,Domestic Shorthair Mix,0,0
11,2,2,2,0,1.0,German Shepherd Mix,0,1
5,24,2,24,1,1.0,Miniature Schnauzer Mix,0,0
9,96,0,96,0,1.0,Siberian Husky Mix,0,0
10,2,1,2,1,1.0,Pit Bull Mix,0,1
4,1,2,1,0,0.0,Shih Tzu Mix,0,0
7,120,1,120,1,1.0,Weimaraner Mix,0,0
2,36,1,36,1,0.0,English Bulldog,0,0
11,36,2,36,1,1.0,Domestic Shorthair Mix,0,0
12,4,2,4,2,Unknown,Domestic Shorthair Mix,0,0
12,2,0,2,1,1.0,Domestic Longhair Mix,0,0
12,12,2,12,1,1.0,Carolina Dog Mix,0,0
3,12,0,12,1,1.0,Labrador Retriever Mix,0,0
6,3,4,3,2,Unknown,Domestic Shorthair Mix,0,0
6,120,2,120,1,1.0,Shetland Sheepdog,0,0
10,12,4,12,1,1.0,Domestic Shorthair Mix,0,0
1,24,0,24,0,1.0,German Shepherd Mix,0,1
7,1,0,1,1,1.0,Rottweiler Mix,0,1
