,overall_qual,exter_qual,tot_liv_area,kitchen_qual,garage_area,1st_flr_sf,year_remod/add,fireplace_qu,full_bath,totrms_abvgrd,heating_qc,sale_type,exterior_1st,neighborhood,1.5Fin,1.5Unf,1Story,2.5Fin,2.5Unf,2Story,SFoyer,SLvl,Flat,Gable,Gambrel,Hip,Mansard,Shed,BrkCmn,BrkFace,NA,None,Stone,BrkTil,CBlock,PConc,Slab,Stone,Wood,N,Y
1026,5,3,2168.0,4,576.0,928,1993,0,2,11,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1027,5,3,1751.0,3,288.0,1081,1951,3,1,7,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1028,4,3,1578.0,3,0.0,990,1995,0,1,5,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1029,6,3,1967.0,3,440.0,1324,1965,3,2,6,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1030,6,3,1690.0,3,463.0,948,2000,3,2,7,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1031,5,3,1650.0,3,720.0,825,1995,0,1,4,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1032,6,3,1854.0,3,441.0,829,1968,0,1,8,5,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1033,6,4,2741.0,4,616.0,1152,1994,2,2,7,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1034,5,3,1831.0,3,304.0,1056,1968,2,1,6,5,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1035,10,4,3608.0,5,840.0,1518,1993,3,2,12,5,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1036,8,4,3351.0,5,495.0,1778,2006,4,2,5,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1037,4,3,1296.0,3,0.0,864,1971,1,1,5,3,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1038,7,4,1631.0,4,400.0,1221,2005,0,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1039,6,3,1287.0,3,216.0,740,1995,4,1,4,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1040,7,4,1223.0,4,480.0,520,2005,0,2,4,5,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1041,7,4,2001.0,4,506.0,713,1999,0,2,6,5,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1042,5,3,1308.0,3,400.0,880,1978,0,2,6,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1043,7,4,1728.0,4,400.0,744,2004,0,2,7,5,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1044,7,4,1520.0,4,437.0,1504,2006,4,2,7,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1045,6,3,1384.0,3,390.0,754,1997,3,2,7,4,1,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1046,5,3,2191.0,3,310.0,1411,1975,3,1,7,3,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1047,5,3,1600.0,3,624.0,970,1963,0,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1048,5,3,1608.0,4,912.0,904,1970,0,1,5,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1049,5,3,2233.0,3,579.0,1100,1979,0,2,11,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1050,4,3,1260.0,4,728.0,875,2006,0,1,5,4,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1051,6,3,1244.0,3,0.0,520,1982,0,1,5,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1052,4,3,2779.0,4,529.0,1663,1994,4,1,6,5,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1053,5,3,1729.0,3,429.0,925,1965,0,1,5,5,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1054,5,4,1736.0,3,256.0,976,1950,3,1,7,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1055,5,3,2283.0,3,323.0,1375,1998,4,1,6,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1056,8,4,3323.0,4,818.0,1217,2003,4,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1057,5,3,1792.0,3,480.0,896,1974,0,2,8,3,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1058,8,4,4687.0,5,650.0,2464,2007,5,2,9,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1059,7,4,2557.0,4,660.0,1569,2007,3,2,7,5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1060,9,5,2701.0,5,1138.0,1680,2009,4,1,8,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1061,7,4,2036.0,4,531.0,1337,2003,0,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1062,6,3,1390.0,3,240.0,816,1950,2,1,4,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1063,7,4,2742.0,4,532.0,1541,2005,4,2,7,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1064,4,3,1573.0,4,240.0,989,1995,0,1,6,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1065,4,3,1461.0,3,384.0,832,1996,0,2,6,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1066,6,3,2048.0,3,776.0,2048,1976,0,3,9,3,2,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1067,6,3,1642.0,3,392.0,910,1994,3,2,7,4,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1068,6,3,1753.0,3,624.0,868,1994,0,1,6,5,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1069,6,3,2299.0,3,482.0,957,2003,3,3,7,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1070,7,4,2035.0,4,434.0,884,2001,4,2,8,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1071,5,3,1783.0,3,300.0,999,1962,0,1,6,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1072,8,4,2229.0,4,540.0,1378,2004,4,2,6,5,1,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1073,5,3,1625.0,3,410.0,793,1950,4,1,5,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1074,4,3,1573.0,2,0.0,1440,1955,0,2,8,3,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1075,5,3,1722.0,3,254.0,1134,2002,0,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1076,6,3,1848.0,4,370.0,1053,2000,4,1,8,4,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1077,6,3,2117.0,3,576.0,1390,1950,4,2,7,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1078,4,3,901.0,3,281.0,901,2000,0,1,4,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1079,6,3,1461.0,3,528.0,861,1950,4,1,6,4,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1080,6,3,2295.0,3,528.0,1656,1960,4,1,7,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1081,10,5,3612.0,5,846.0,1742,2008,5,2,9,5,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1082,5,4,1720.0,4,264.0,1113,2007,4,1,5,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1083,6,4,1232.0,4,440.0,1232,2000,4,1,6,5,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1084,9,5,3325.0,5,706.0,1950,2007,4,2,7,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1085,7,3,2801.0,3,604.0,1872,1988,3,2,6,4,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1086,6,3,1264.0,3,400.0,676,1995,0,1,6,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1087,8,4,2516.0,5,683.0,1168,2005,4,3,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1088,5,3,1568.0,4,0.0,784,1950,0,1,5,4,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1089,2,3,612.0,3,308.0,612,1950,0,1,4,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1090,7,3,2403.0,3,349.0,1207,1950,3,2,10,5,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1091,6,3,2929.0,3,418.0,1644,1953,4,1,7,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1092,7,4,1729.0,4,542.0,860,2002,0,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1093,5,3,879.0,3,180.0,879,1950,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1094,5,3,1031.0,3,572.0,864,1990,0,1,5,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1095,6,3,1812.0,3,297.0,1196,1956,4,1,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1096,6,3,1609.0,3,440.0,672,1978,3,1,6,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1097,4,3,1510.0,3,296.0,755,1950,4,1,7,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1098,4,3,1294.0,3,0.0,694,2000,0,2,7,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1099,7,4,1240.0,4,826.0,1240,2006,0,2,5,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1100,5,3,1024.0,3,624.0,988,1962,0,1,6,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1101,5,3,1560.0,3,792.0,1560,1968,0,2,8,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1102,5,3,2446.0,3,195.0,1368,1950,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1103,7,4,2196.0,4,606.0,1484,2005,0,2,7,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1104,8,4,2033.0,4,484.0,1226,1980,2,1,4,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1105,6,3,1874.0,3,402.0,1169,1994,3,2,6,4,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1106,7,3,2376.0,3,276.0,1035,1999,3,2,6,3,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1107,4,3,1506.0,3,288.0,816,1958,4,1,3,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1108,7,4,1620.0,4,814.0,1564,2007,0,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1109,6,3,1912.0,3,672.0,1221,2000,3,2,7,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1110,7,4,1525.0,4,534.0,1525,2006,4,2,6,5,3,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1111,6,4,1456.0,4,390.0,728,2006,4,2,8,5,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1112,5,2,1330.0,3,390.0,665,2004,0,1,7,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1113,7,4,1720.0,4,400.0,840,2003,4,2,7,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1114,5,3,1882.0,3,432.0,1280,1966,3,2,6,5,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1115,8,4,1427.0,3,480.0,1179,1988,0,2,5,4,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1116,5,4,960.0,3,576.0,960,1980,0,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1117,10,5,3915.0,5,804.0,2633,2002,4,2,8,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1118,6,4,1696.0,4,297.0,988,1998,0,2,6,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1119,7,3,1693.0,3,319.0,1055,1978,0,2,4,3,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1120,5,3,1741.0,3,352.0,1422,1950,0,1,6,3,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1121,6,3,1658.0,3,484.0,630,1994,0,2,5,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1122,7,4,2671.0,5,528.0,1688,1988,5,2,6,5,1,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1123,7,3,1978.0,4,506.0,1341,1990,1,1,5,4,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1124,5,3,1437.0,3,576.0,954,1976,0,1,6,4,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1125,3,3,1040.0,3,400.0,1040,1950,0,2,6,2,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1126,7,3,2470.0,3,546.0,872,2001,3,2,7,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1127,6,4,1537.0,4,462.0,1537,2005,4,1,7,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1128,5,3,1625.0,3,270.0,884,1991,0,1,4,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1129,8,4,1489.0,4,776.0,1489,2006,4,2,7,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1130,6,3,2349.0,4,484.0,1309,1999,2,1,5,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1131,6,3,3358.0,3,576.0,1291,1973,4,2,10,4,1,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1132,8,4,1634.0,4,866.0,1634,2006,4,2,7,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1133,7,3,2108.0,3,496.0,980,1988,3,2,7,3,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1134,7,3,2454.0,3,576.0,1312,1987,4,2,8,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1135,6,3,2171.0,3,336.0,1216,1969,0,1,5,3,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1136,8,4,2364.0,4,567.0,1419,2007,4,2,7,5,3,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1137,6,3,1925.0,3,0.0,980,1975,0,2,4,3,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1138,6,4,1990.0,4,440.0,769,2000,0,2,4,5,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1139,6,4,2443.0,4,744.0,1158,2004,4,2,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1140,8,4,3263.0,4,1105.0,1220,1998,3,2,8,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1141,10,5,2775.0,4,880.0,1521,2000,4,3,9,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1142,8,4,3839.0,4,864.0,2014,1980,4,2,6,4,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1143,7,4,3085.0,4,721.0,1214,1995,3,2,9,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1144,6,3,2479.0,3,461.0,1494,2002,2,2,7,5,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1145,5,3,1232.0,3,205.0,616,1950,0,1,4,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1146,6,3,1465.0,3,393.0,789,1998,4,2,7,4,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1147,8,4,3232.0,4,880.0,1629,2004,4,2,7,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1148,5,3,1368.0,3,275.0,912,1958,0,1,5,5,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1149,7,4,1576.0,4,782.0,1552,2006,0,2,7,5,3,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1150,7,4,1430.0,4,605.0,1430,2002,0,2,6,5,1,3,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1151,6,3,1877.0,3,440.0,729,1999,2,2,5,4,1,1,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1152,6,3,2301.0,3,552.0,1488,1968,4,2,7,5,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1153,7,4,2072.0,4,520.0,770,2004,0,2,6,5,1,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1154,4,3,1478.0,4,660.0,864,1970,0,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1155,5,4,1838.0,3,372.0,734,2005,4,2,7,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1156,5,4,1457.0,4,264.0,816,2008,5,1,5,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1157,4,3,1529.0,3,240.0,1088,1950,0,2,9,3,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1158,9,4,4361.0,5,1348.0,2276,2008,4,2,7,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1159,5,3,1077.0,3,338.0,1077,1950,0,1,6,4,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1160,8,4,3449.0,5,789.0,1610,2007,4,1,8,5,3,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1161,7,4,2801.0,4,576.0,1409,2002,4,1,4,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1162,5,3,1760.0,4,576.0,1114,2004,0,1,6,5,1,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1163,5,3,1909.0,3,515.0,1073,1965,0,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1164,10,5,4708.0,5,672.0,2402,2008,4,2,10,5,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1165,6,3,1892.0,3,516.0,1232,1984,0,2,6,3,1,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1166,6,4,2784.0,4,920.0,1440,1993,0,2,8,4,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1167,6,3,1488.0,3,738.0,1488,1950,3,2,6,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1168,7,4,1509.0,4,393.0,807,2003,4,2,8,5,1,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
1169,5,3,1483.0,4,264.0,845,2005,0,1,6,4,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1170,10,5,2945.0,4,641.0,1426,2006,4,3,10,5,3,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1171,6,3,1802.0,3,296.0,1431,1962,4,1,6,4,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1172,5,3,1324.0,3,288.0,892,1967,0,1,5,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1173,7,3,1873.0,3,441.0,1329,1960,4,1,5,4,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1174,5,3,3170.0,3,454.0,1779,1974,4,1,6,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1175,7,4,1555.0,4,660.0,1555,2007,3,2,7,5,1,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
